Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume,,,NAS,KOS
11/6/2017,703.200012,704.159973,699.75,703.789978,703.789978,595300,,11/6/2017,6763.299805,6790.669922,6763.169922,6786.439941,6786.439941,2166470000,,,,
11/7/2017,704.830017,704.830017,697.440002,701.140015,701.140015,649900,,11/7/2017,6785.439941,6795.52002,6750.350098,6767.779785,6767.779785,2205270000,,,,
11/8/2017,702.690002,709.109985,701.52002,709.109985,709.109985,812400,,11/8/2017,6764.850098,6791.649902,6753.339844,6789.120117,6789.120117,2110990000,,,,
11/9/2017,710.710022,711.780029,705.280029,709.940002,709.940002,614800,,11/9/2017,6737.450195,6758.930176,6687.279785,6750.049805,6750.049805,2235180000,,,,
11/10/2017,709.849976,720.789978,709.549988,720.789978,720.789978,599900,,11/10/2017,6736.390137,6757.339844,6727.350098,6750.939941,6750.939941,1973970000,,,,
11/13/2017,724.76001,741.380005,724.76001,741.380005,741.380005,687100,,11/13/2017,6727.390137,6766.299805,6723.430176,6757.600098,6757.600098,1973790000,,,,
11/14/2017,746.880005,756.460022,742.789978,756.460022,756.460022,837100,,11/14/2017,6733.870117,6743.629883,6709.27002,6737.870117,6737.870117,1983830000,,,,
11/15/2017,759.549988,773.049988,755.059998,768.030029,768.030029,944900,,11/15/2017,6700.680176,6725.319824,6667.310059,6706.209961,6706.209961,1908660000,,,,
11/16/2017,775.460022,780.219971,759.700012,780.219971,780.219971,897400,,11/16/2017,6742.339844,6806.669922,6742.339844,6793.290039,6793.290039,2002920000,,,,
11/17/2017,776.320007,779.570007,770.549988,775.849976,775.849976,767800,,11/17/2017,6794.450195,6797.75,6777.430176,6782.790039,6782.790039,1988090000,,,,
11/20/2017,776.73999,785.320007,776.309998,785.320007,785.320007,834800,,11/20/2017,6789.279785,6795.830078,6779.490234,6790.709961,6790.709961,1800880000,,,,
11/21/2017,790.349976,793.599976,782.950012,789.380005,789.380005,809300,,11/21/2017,6820.549805,6862.660156,6820.02002,6862.47998,6862.47998,1883550000,,,,
11/22/2017,793.789978,796.280029,779.200012,780.900024,780.900024,894400,,11/22/2017,6869.529785,6874.52002,6859.279785,6867.359863,6867.359863,1588200000,,,,
11/24/2017,797.969971,803.73999,792.73999,792.73999,792.73999,751800,x,11/24/2017,6878.109863,6890.02002,6873.740234,6889.160156,6889.160156,848520000,,,,
11/27/2017,793.809998,800.039978,783.849976,792.799988,792.799988,735800,,11/27/2017,6889.910156,6897.430176,6867.890137,6878.52002,6878.52002,1773400000,,,,
11/28/2017,797.289978,797.530029,773.099976,773.119995,773.119995,891400,,11/28/2017,6893.720215,6914.189941,6866.209961,6912.359863,6912.359863,2000410000,,,,
11/29/2017,776.75,783.190002,770.969971,781.719971,781.719971,754800,,11/29/2017,6907.279785,6908.330078,6793.950195,6824.390137,6824.390137,2452860000,,,,
11/30/2017,779.840027,782.419983,769.789978,771.419983,771.419983,1053600,,11/30/2017,6852.799805,6888.649902,6838.47998,6873.970215,6873.970215,2458580000,,,,
12/1/2017,779.539978,788.150024,776.710022,787.700012,787.700012,883800,,12/1/2017,6844.040039,6872.169922,6737.160156,6847.589844,6847.589844,2293570000,,,,
12/4/2017,788.02002,788.460022,778.200012,782.450012,782.450012,821400,,12/4/2017,6897.129883,6899.22998,6770.689941,6775.370117,6775.370117,2426570000,,,,
12/5/2017,782.140015,783.609985,773.799988,774.119995,774.119995,860300,,12/5/2017,6759.140137,6836.450195,6752.319824,6762.209961,6762.209961,2083540000,,,,
12/6/2017,778.280029,783.539978,765.25,768.390015,768.390015,970300,,12/6/2017,6742.069824,6787.419922,6734.129883,6776.379883,6776.379883,1891850000,,,,
12/7/2017,771.469971,773.280029,744.340027,753.460022,753.460022,1470900,,12/7/2017,6785.740234,6829.290039,6778.200195,6812.839844,6812.839844,1934120000,,,,
12/8/2017,757.210022,760.72998,743.900024,744.059998,744.059998,1159200,,12/8/2017,6859.950195,6870.47998,6831.609863,6840.080078,6840.080078,1806040000,,,,
12/11/2017,747.98999,764.090027,745.880005,764.090027,764.090027,790700,,12/11/2017,6847.640137,6879.799805,6844.879883,6875.080078,6875.080078,1818970000,,,,
12/12/2017,768.299988,769.140015,755.030029,760.400024,760.400024,1018800,,12/12/2017,6872.709961,6884.799805,6856.299805,6862.319824,6862.319824,1861560000,,,,
12/13/2017,764.330017,773.02002,763.169983,772.219971,772.219971,1143800,,12/13/2017,6880.410156,6897.620117,6871.870117,6875.799805,6875.799805,1919560000,,,,
12/14/2017,777.25,777.440002,764.73999,770.349976,770.349976,985000,,12/14/2017,6887.379883,6901.129883,6851.629883,6856.529785,6856.529785,1985200000,,,,
12/15/2017,770.27002,775.039978,766.450012,771.820007,771.820007,1047400,,12/15/2017,6871.549805,6945.819824,6871.450195,6936.580078,6936.580078,3510420000,,,,
12/18/2017,776.090027,777.400024,770.5,770.5,770.5,1131000,,12/18/2017,6980.399902,7003.890137,6975.540039,6994.759766,6994.759766,2144360000,,,,
12/19/2017,769.869995,771.01001,754.27002,766.179993,766.179993,1692200,,12/19/2017,6991.25,6995.879883,6951.490234,6963.850098,6963.850098,2071060000,,,,
12/21/2017,754.539978,759.130005,740.309998,740.320007,740.320007,1208900,x,12/21/2017,6972.879883,6992.629883,6961.209961,6965.359863,6965.359863,1815620000,,,,
12/22/2017,742.150024,761.200012,740.049988,761.200012,761.200012,1083300,,12/22/2017,6958.02002,6962.259766,6944.450195,6959.959961,6959.959961,1539250000,,,,
12/26/2017,763.960022,775.539978,762.210022,762.210022,762.210022,808300,,12/26/2017,6928.919922,6942.140137,6915.560059,6936.25,6936.25,1304340000,,,,
12/27/2017,771.330017,791.950012,770.950012,791.950012,791.950012,829600,,12/27/2017,6941.450195,6955.379883,6931.339844,6939.339844,6939.339844,1409540000,,,,
12/28/2017,791.76001,798.679993,790.340027,798.419983,798.419983,1066200,,12/28/2017,6953.379883,6954.799805,6936.75,6950.160156,6950.160156,1311320000,,,,
1/2/2018,803.630005,813.400024,800.539978,812.450012,812.450012,989200,x,1/2/2018,6937.649902,7006.910156,6924.080078,7006.899902,7006.899902,1914930000,,,,
1/3/2018,816.299988,824.179993,812.219971,822.309998,822.309998,1203100,,1/3/2018,7017.069824,7069.149902,7016.700195,7065.529785,7065.529785,2166780000,,,,
1/4/2018,825.109985,825.570007,802.830017,808.01001,808.01001,1346500,,1/4/2018,7089.5,7098.049805,7072.379883,7077.910156,7077.910156,2098890000,,,,
1/5/2018,812.049988,828.039978,812.049988,828.030029,828.030029,1229200,,1/5/2018,7105.740234,7137.040039,7097.080078,7136.560059,7136.560059,2020900000,,,,
1/8/2018,836.070007,840.059998,829.280029,839.51001,839.51001,1229000,,1/8/2018,7135.379883,7161.350098,7124.089844,7157.390137,7157.390137,2051430000,,,,
1/9/2018,841.390015,843.559998,827.289978,829.98999,829.98999,1196000,,1/9/2018,7174.189941,7181.140137,7148.299805,7163.580078,7163.580078,0,,,,
1/10/2018,837.630005,841.25,820.890015,834.909973,834.909973,1104100,,1/10/2018,7129.830078,7154.240234,7111.52002,7153.569824,7153.569824,2122740000,,,,
1/11/2018,835.22998,852.51001,830.369995,852.51001,852.51001,1288800,,1/11/2018,7168.72998,7211.779785,7163.22998,7211.779785,7211.779785,2009740000,,,,
1/12/2018,863.070007,886.650024,857.330017,873.049988,873.049988,1180700,,1/12/2018,7208.169922,7265.259766,7205.180176,7261.060059,7261.060059,1976200000,,,,
1/16/2018,889.22998,901.22998,884.76001,901.22998,901.22998,1009400,x,1/16/2018,7307.189941,7330.330078,7205.930176,7223.689941,7223.689941,2377140000,,,,
1/17/2018,902.369995,905.950012,884.909973,886.580017,886.580017,1212000,,1/17/2018,7257.77002,7309.359863,7229.319824,7298.279785,7298.279785,2238070000,,,,
1/18/2018,892.5,899.849976,887.669983,898.190002,898.190002,1260200,,1/18/2018,7293.649902,7313.890137,7276.109863,7296.049805,7296.049805,2026220000,,,,
1/19/2018,902.849976,902.969971,875.429993,879.98999,879.98999,1164700,,1/19/2018,7312,7336.379883,7297.279785,7336.379883,7336.379883,1997270000,,,,
1/22/2018,875.950012,880.849976,864.380005,873.090027,873.090027,1126600,,1/22/2018,7338.040039,7408.029785,7332.810059,7408.029785,7408.029785,2106070000,,,,
1/23/2018,881.679993,894.429993,877.679993,894.429993,894.429993,1047300,,1/23/2018,7424.950195,7465.390137,7423.180176,7460.290039,7460.290039,2119840000,,,,
1/24/2018,901.619995,903.169983,891.030029,894.77002,894.77002,1011700,,1/24/2018,7474.160156,7486.319824,7376.75,7415.060059,7415.060059,2277010000,,,,
1/25/2018,894.210022,898.599976,887.969971,898.599976,898.599976,1025000,,1/25/2018,7457.950195,7458.529785,7388.580078,7411.160156,7411.160156,2061450000,,,,
1/26/2018,898.530029,913.119995,895.320007,913.119995,913.119995,1080200,,1/26/2018,7448.330078,7505.77002,7431.220215,7505.77002,7505.77002,2059010000,,,,
1/29/2018,914.26001,929.349976,914.219971,927.049988,927.049988,1279600,,1/29/2018,7484.470215,7500.609863,7455.549805,7466.509766,7466.509766,2103380000,,,,
1/30/2018,928.719971,932.01001,918.789978,920.960022,920.960022,1243800,,1/30/2018,7388.890137,7433.649902,7373.990234,7402.47998,7402.47998,2163980000,,,,
1/31/2018,910.890015,917.780029,903.52002,913.570007,913.570007,1195300,,1/31/2018,7443.25,7453.990234,7381.120117,7411.47998,7411.47998,2407540000,,,,
2/1/2018,916.780029,919.900024,901.349976,908.200012,908.200012,1407700,,2/1/2018,7377.169922,7441.089844,7362.279785,7385.859863,7385.859863,2291680000,,,,
2/2/2018,911.460022,911.77002,887.969971,899.469971,899.469971,1373000,,2/2/2018,7347.589844,7364.430176,7238.180176,7240.950195,7240.950195,2587770000,,,,
2/5/2018,876.630005,883.299988,858.219971,858.219971,858.219971,1043100,,2/5/2018,7165.959961,7277.359863,6967.529785,6967.529785,6967.529785,3106870000,,,,
2/6/2018,821.23999,858.73999,814.460022,858.169983,858.169983,1062700,,2/6/2018,6837.560059,7126.549805,6824.819824,7115.879883,7115.879883,3131030000,,,,
2/7/2018,874.75,875.030029,829.960022,829.960022,829.960022,1033300,,2/7/2018,7086.200195,7170.339844,7051.529785,7051.97998,7051.97998,2366970000,,,,
2/8/2018,834.890015,867.039978,824.640015,861.940002,861.940002,796300,,2/8/2018,7067.299805,7073.990234,6776.77002,6777.160156,6777.160156,2707700000,,,,
2/9/2018,832.130005,850.700012,832.130005,842.599976,842.599976,764400,,2/9/2018,6863.339844,6917.009766,6630.669922,6874.490234,6874.490234,3155990000,,,,
2/12/2018,854.090027,854.940002,843.23999,843.23999,843.23999,692300,,2/12/2018,6936.680176,7023.620117,6879.689941,6981.959961,6981.959961,2240420000,,,,
2/13/2018,852.940002,854.080017,829.390015,829.390015,829.390015,832900,,2/13/2018,6942.160156,7025.680176,6938.160156,7013.509766,7013.509766,1816670000,,,,
2/14/2018,835.599976,848.030029,830.780029,848.030029,848.030029,722700,,2/14/2018,6979.240234,7152.049805,6977.069824,7143.620117,7143.620117,2211460000,,,,
2/20/2018,873.98999,877.900024,861.5,864.409973,864.409973,797200,x,2/20/2018,7209.029785,7295.950195,7206,7234.310059,7234.310059,1911170000,,,,
2/21/2018,867.919983,877.690002,864.210022,875.580017,875.580017,814600,,2/21/2018,7258.47998,7338.640137,7218.109863,7218.22998,7218.22998,1946010000,,,,
2/22/2018,871.719971,873.47998,863.890015,870.219971,870.219971,857900,,2/22/2018,7252.459961,7280.930176,7194.839844,7210.089844,7210.089844,1911900000,,,,
2/23/2018,873.52002,875.72998,871.409973,874.780029,874.780029,770200,,2/23/2018,7261.350098,7337.830078,7232.5,7337.390137,7337.390137,1879460000,,,,
2/26/2018,881.359985,884.26001,869.659973,874.429993,874.429993,802100,,2/26/2018,7373.299805,7421.850098,7360.25,7421.459961,7421.459961,1866610000,,,,
2/27/2018,880.880005,882.039978,874,874.01001,874.01001,794500,,2/27/2018,7416.169922,7438.089844,7330.350098,7330.350098,7330.350098,2155850000,,,,
2/28/2018,866.5,868.530029,853.900024,857.059998,857.059998,820900,,2/28/2018,7371.410156,7386.799805,7273.009766,7273.009766,7273.009766,2373880000,,,,
3/2/2018,846.400024,861.080017,845.719971,860.22998,860.22998,768900,x,3/2/2018,7099.540039,7267.189941,7084.830078,7257.870117,7257.870117,2287320000,,,,
3/5/2018,862.409973,863.01001,845,845,845,747500,,3/5/2018,7222.890137,7350.069824,7205.310059,7330.709961,7330.709961,2066350000,,,,
3/6/2018,854.909973,859.210022,850.419983,859.210022,859.210022,828900,,3/6/2018,7366.609863,7378.029785,7319.680176,7372.009766,7372.009766,2112570000,,,,
3/7/2018,856.429993,861.409973,841.030029,841.030029,841.030029,947300,,3/7/2018,7311.740234,7403.790039,7311.740234,7396.649902,7396.649902,2192230000,,,,
3/8/2018,847.309998,855.799988,846.340027,853.940002,853.940002,891000,,3/8/2018,7422.77002,7435.009766,7391.5,7427.950195,7427.950195,2272110000,,,,
3/9/2018,857.799988,868.51001,857.469971,865.799988,865.799988,884800,,3/9/2018,7475.97998,7560.810059,7469.029785,7560.810059,7560.810059,2302930000,,,,
3/12/2018,874.150024,884.27002,873.26001,884.27002,884.27002,802300,,3/12/2018,7581.040039,7609.100098,7563.439941,7588.319824,7588.319824,2294440000,,,,
3/13/2018,884.539978,886.25,879.849976,886.25,886.25,1086500,,3/13/2018,7627.52002,7637.27002,7492.97998,7511.009766,7511.009766,2448830000,,,,
3/14/2018,882.390015,887.039978,880.919983,886.919983,886.919983,954400,,3/14/2018,7539.779785,7544.890137,7473.899902,7496.810059,7496.810059,2104450000,,,,
3/15/2018,886.97998,893.559998,883.700012,890.429993,890.429993,951000,,3/15/2018,7509.240234,7525.439941,7463.189941,7481.740234,7481.740234,1991570000,,,,
3/16/2018,893.23999,894.450012,889.400024,894.429993,894.429993,808500,,3/16/2018,7504.370117,7514.209961,7473.680176,7481.990234,7481.990234,3046990000,,,,
3/19/2018,894.400024,894.400024,880.969971,880.969971,880.969971,759600,,3/19/2018,7419.200195,7421.22998,7285.27002,7344.240234,7344.240234,2324430000,,,,
3/20/2018,876.609985,890.400024,875.390015,890.400024,890.400024,752100,,3/20/2018,7353.25,7380.740234,7331.240234,7364.299805,7364.299805,1967690000,,,,
3/21/2018,892.02002,895.719971,885.530029,885.549988,885.549988,865100,,3/21/2018,7347.5,7415.660156,7325.350098,7345.290039,7345.290039,1988390000,,,,
3/22/2018,889.210022,891.299988,869,871.619995,871.619995,1011500,,3/22/2018,7257.549805,7303.189941,7164.379883,7166.680176,7166.680176,2347160000,,,,
3/23/2018,851.700012,859.929993,829.669983,829.679993,829.679993,898200,,3/23/2018,7170.680176,7194.310059,6992.669922,6992.669922,6992.669922,2390410000,,,,
3/26/2018,833.109985,853.690002,822.960022,853.690002,853.690002,740200,,3/26/2018,7125.200195,7225.830078,7022.339844,7220.540039,7220.540039,2326060000,,,,
3/27/2018,862.400024,863.049988,856.559998,858.840027,858.840027,732200,,3/27/2018,7255.470215,7255.540039,6963.680176,7008.810059,7008.810059,2325990000,,,,
3/28/2018,850.049988,856.359985,843.599976,850.969971,850.969971,889800,,3/28/2018,6978.299805,7036.089844,6901.069824,6949.22998,6949.22998,2518670000,,,,
3/29/2018,855.820007,865.98999,854.609985,865.98999,865.98999,813000,,3/29/2018,6984.660156,7120.459961,6935.779785,7063.450195,7063.450195,2554500000,,,,
4/2/2018,876.849976,876.849976,865.830017,867.799988,867.799988,844100,x,4/2/2018,7016.169922,7044.709961,6805.959961,6870.120117,6870.120117,2394730000,,,,
4/3/2018,857.830017,872.320007,857.400024,872.320007,872.320007,722800,,4/3/2018,6924.350098,6963.709961,6835.22998,6941.279785,6941.279785,2328510000,,,,
4/4/2018,877.150024,877.150024,858.289978,862.51001,862.51001,821300,,4/4/2018,6811.77002,7059.290039,6811.77002,7042.109863,7042.109863,2254070000,,,,
4/5/2018,871.090027,873.640015,865.919983,868.929993,868.929993,846400,,4/5/2018,7099.25,7112.379883,7036.620117,7076.549805,7076.549805,2124660000,,,,
4/6/2018,867.429993,869.809998,863.919983,867.960022,867.960022,861800,,4/6/2018,6999.569824,7066.640137,6877.759766,6915.109863,6915.109863,2350540000,,,,
4/9/2018,866.75,874.440002,865.5,874.440002,874.440002,857700,,4/9/2018,6971.450195,7074.950195,6944.959961,6950.339844,6950.339844,2080900000,,,,
4/10/2018,876.219971,877.299988,866.73999,877.299988,877.299988,1012200,,4/10/2018,7060.990234,7117.97998,7014.879883,7094.299805,7094.299805,2238770000,,,,
4/11/2018,882.580017,886.140015,880.869995,885.380005,885.380005,886300,,4/11/2018,7055,7128.540039,7055,7069.029785,7069.029785,1852120000,,,,
4/12/2018,888.200012,889.02002,879.169983,881.450012,881.450012,998000,,4/12/2018,7112.02002,7166,7105.089844,7140.25,7140.25,2021110000,,,,
4/13/2018,884.119995,892.75,877.73999,891.869995,891.869995,1011500,,4/13/2018,7179.620117,7183.620117,7078.140137,7106.649902,7106.649902,1743640000,,,,
4/16/2018,895.320007,899.200012,894.090027,896.890015,896.890015,1017000,,4/16/2018,7153.870117,7178.509766,7115.850098,7156.279785,7156.279785,1795950000,,,,
4/17/2018,900.5,901.219971,896.830017,901.219971,901.219971,1309000,,4/17/2018,7215.120117,7298.589844,7206.549805,7281.100098,7281.100098,1913230000,,,,
4/18/2018,905.619995,906.059998,890.72998,893.320007,893.320007,1538000,,4/18/2018,7292.379883,7319.580078,7259.899902,7295.240234,7295.240234,1893220000,,,,
4/19/2018,892.200012,892.200012,878.190002,882.72998,882.72998,1681300,,4/19/2018,7258.609863,7277.450195,7215.169922,7238.060059,7238.060059,1963950000,,,,
4/20/2018,885.590027,892.01001,880.679993,889.169983,889.169983,1406700,,4/20/2018,7220.640137,7222.990234,7123.490234,7146.129883,7146.129883,1921790000,,,,
4/23/2018,888.390015,890.320007,877.359985,879.02002,879.02002,1408100,,4/23/2018,7173.990234,7195.720215,7094.430176,7128.600098,7128.600098,1737370000,,,,
4/24/2018,881.580017,883.780029,873.219971,873.609985,873.609985,1201400,,4/24/2018,7160.77002,7171.669922,6961.52002,7007.350098,7007.350098,2149250000,,,,
4/25/2018,869.309998,879,862.049988,869.929993,869.929993,1177700,,4/25/2018,7009.990234,7030.740234,6926.970215,7003.740234,7003.740234,2026690000,,,,
4/26/2018,876.27002,879.869995,874.210022,879.390015,879.390015,957400,,4/26/2018,7080.490234,7143.939941,7055.660156,7118.680176,7118.680176,2127140000,,,,
4/27/2018,886.369995,886.619995,880.030029,886.48999,886.48999,1114100,,4/27/2018,7195.52002,7197.149902,7083.950195,7119.799805,7119.799805,2027530000,,,,
4/30/2018,886.289978,886.599976,870.539978,875.950012,875.950012,1351100,,4/30/2018,7133.950195,7169.799805,7065.410156,7066.27002,7066.27002,1987020000,,,,
5/2/2018,869.52002,877.539978,863.590027,871.030029,871.030029,1357600,x,5/2/2018,7138.450195,7169.459961,7094.720215,7100.899902,7100.899902,2144200000,,,,
5/3/2018,873.340027,876.080017,866.049988,866.070007,866.070007,1354500,,5/3/2018,7065.029785,7112.589844,6991.140137,7088.149902,7088.149902,2345740000,,,,
5/4/2018,868.349976,870.099976,856.340027,856.340027,856.340027,1098000,,5/4/2018,7065.669922,7228.259766,7057.890137,7209.620117,7209.620117,2022230000,,,,
