Date,Open,High,Low,Close,Adj Close,Volume
5/8/2017,638.359985,643.390015,638.090027,643.390015,643.390015,550900
5/10/2017,645.700012,645.700012,641.539978,642.679993,642.679993,768700
5/11/2017,644.440002,647.580017,643.349976,647.580017,647.580017,731400
5/12/2017,648.559998,648.559998,642.960022,643.72998,643.72998,762400
5/15/2017,644.590027,646.309998,642.789978,645.380005,645.380005,699800
5/16/2017,646.5,646.5,638.429993,639.109985,639.109985,723800
5/17/2017,640.869995,641.47998,638.929993,640.01001,640.01001,624400
5/18/2017,633.400024,638.159973,633.140015,638.119995,638.119995,785400
5/19/2017,640.330017,643.059998,639.169983,642.450012,642.450012,726600
5/22/2017,645.039978,645.159973,641.599976,642.619995,642.619995,753200
5/23/2017,644.590027,645.440002,644,644.72998,644.72998,800700
5/24/2017,646.440002,648.049988,645.030029,646.039978,646.039978,844300
5/25/2017,648.25,648.289978,642.869995,643.02002,643.02002,766900
5/26/2017,644.969971,646.450012,644.299988,646.01001,646.01001,656900
5/29/2017,648.150024,648.219971,642.75,642.97998,642.97998,626600
5/30/2017,645.090027,649.090027,644.340027,649.059998,649.059998,599200
5/31/2017,650.51001,652.52002,649.51001,652.039978,652.039978,664000
6/1/2017,653.570007,654.22998,651.099976,653.830017,653.830017,670500
6/2/2017,656.429993,658.820007,655.820007,658.780029,658.780029,638000
6/5/2017,660.77002,662.369995,659.76001,662.320007,662.320007,583300
6/7/2017,664.070007,666.580017,661.099976,666.460022,666.460022,790900
6/8/2017,668.25,670.049988,667,669.969971,669.969971,672800
6/9/2017,672.140015,674.150024,671.200012,674.150024,674.150024,623300
6/12/2017,672.090027,672.119995,664.119995,664.859985,664.859985,579500
6/13/2017,666.070007,669.26001,666.070007,669.22998,669.22998,626900
6/14/2017,673.02002,674.359985,670.26001,671.590027,671.590027,645500
6/15/2017,672.969971,673.099976,664.98999,669.820007,669.820007,672700
6/16/2017,670.77002,670.820007,667.72998,670.700012,670.700012,608300
6/19/2017,672.719971,675.710022,672.25,675.440002,675.440002,580100
6/20/2017,678.719971,678.820007,669.409973,669.409973,669.409973,734000
6/21/2017,668.409973,668.440002,662.679993,665.77002,665.77002,616000
6/22/2017,667.98999,668.359985,663.26001,663.280029,663.280029,700700
6/23/2017,665.190002,669.049988,665.02002,668.929993,668.929993,560300
6/26/2017,670.590027,670.780029,667.710022,668.359985,668.359985,586200
6/27/2017,671.700012,673.130005,670.869995,672.630005,672.630005,639700
6/28/2017,671.26001,672.359985,665.890015,665.890015,665.890015,601800
6/29/2017,670.099976,670.559998,666,668,668,515400
6/30/2017,665.669983,669.119995,665.570007,669.039978,669.039978,511600
7/3/2017,671.169983,671.169983,660.039978,660.969971,660.969971,560800
7/4/2017,662.169983,663.849976,654.059998,656.190002,656.190002,735100
7/5/2017,657.700012,661.580017,657.690002,661.539978,661.539978,565100
7/6/2017,663.789978,665.049988,662.669983,663.789978,663.789978,555500
7/7/2017,662.659973,664.289978,660.98999,663.77002,663.77002,551500
7/10/2017,666.190002,666.190002,657.669983,657.859985,657.859985,512900
7/11/2017,659.27002,659.909973,654.5,656.01001,656.01001,542000
7/12/2017,657.059998,657.900024,651.090027,651.099976,651.099976,586100
7/13/2017,654.01001,655.159973,651.599976,652.690002,652.690002,490900
7/14/2017,654.23999,655.450012,651.27002,654.109985,654.109985,533500
7/17/2017,656.969971,659.890015,656.969971,659.890015,659.890015,415400
7/18/2017,661.159973,664.039978,661.159973,664.02002,664.02002,570300
7/19/2017,666.299988,671.530029,666.299988,671.530029,671.530029,500900
7/20/2017,674.059998,677.590027,672.369995,676.51001,676.51001,569900
7/21/2017,677.840027,678.150024,674.599976,676.599976,676.599976,523700
7/24/2017,678.590027,679.460022,676.630005,677.320007,677.320007,529200
7/25/2017,678.700012,679.47998,670.099976,670.469971,670.469971,677800
7/26/2017,672.429993,672.630005,664.130005,667.219971,667.219971,593900
7/27/2017,669.219971,670.599976,664.530029,666.47998,666.47998,527900
7/28/2017,665.080017,665.080017,651.840027,652.950012,652.950012,559700
7/31/2017,648.840027,651.830017,643.77002,650.469971,650.469971,504700
8/1/2017,650.890015,655.070007,649.700012,653.119995,653.119995,487800
8/2/2017,654.849976,658.280029,654.830017,657.52002,657.52002,494700
8/3/2017,658.700012,658.940002,641.630005,643.090027,643.090027,528200
8/4/2017,644.799988,648.340027,638.869995,641.580017,641.580017,459100
8/7/2017,643.359985,650.01001,642.820007,648.390015,648.390015,455700
8/8/2017,650.780029,651.909973,645.72998,651.669983,651.669983,607600
8/9/2017,649.390015,650.090027,642.869995,642.869995,642.869995,849000
8/10/2017,642.799988,646.559998,635.059998,640.039978,640.039978,770400
8/11/2017,629.809998,635.289978,626.080017,628.340027,628.340027,606400
8/14/2017,632.52002,633.98999,629.26001,629.369995,629.369995,548300
8/16/2017,634.440002,635.969971,634.099976,634.909973,634.909973,607400
8/17/2017,638.119995,642.280029,635.73999,642.109985,642.109985,531900
8/18/2017,636.940002,643.859985,636.440002,643.580017,643.580017,528500
8/21/2017,645.349976,645.349976,640.840027,640.849976,640.849976,585900
8/22/2017,643.26001,644.380005,642.640015,644.26001,644.26001,649800
8/23/2017,647.789978,647.789978,643.650024,643.710022,643.710022,559500
8/24/2017,645.099976,647.98999,644.97998,647.710022,647.710022,500100
8/25/2017,649.219971,650.76001,648.440002,650.27002,650.27002,585000
8/28/2017,652.369995,652.940002,649.539978,652.919983,652.919983,513800
8/29/2017,650.280029,654.02002,647.130005,653.960022,653.960022,572900
8/30/2017,656.900024,657.429993,654.48999,655,655,639500
8/31/2017,657.130005,658.030029,655.640015,657.830017,657.830017,616000
9/1/2017,660.710022,662.390015,658.650024,661.98999,661.98999,566100
9/4/2017,null,null,null,null,null,null
9/5/2017,655.400024,656.219971,645.969971,648.75,648.75,621100
9/6/2017,649.22998,653.440002,649.22998,652.590027,652.590027,568500
9/7/2017,655.440002,659.119995,655.359985,658.47998,658.47998,499900
9/8/2017,659.830017,660.630005,653.340027,654.289978,654.289978,646300
9/11/2017,657.679993,659.469971,654.919983,656.530029,656.530029,578300
9/12/2017,660.030029,660.559998,658.049988,660.049988,660.049988,652300
9/13/2017,662.940002,662.940002,658.539978,659.090027,659.090027,672500
9/14/2017,660.150024,665.469971,659.25,665.409973,665.409973,627100
9/15/2017,662.900024,671.309998,662.900024,671.299988,671.299988,645600
9/18/2017,674.659973,677.140015,672.580017,675.869995,675.869995,585800
9/19/2017,677.570007,677.969971,670.070007,674.47998,674.47998,659300
9/20/2017,676.599976,677.289978,668.049988,668.049988,668.049988,688100
9/21/2017,671.320007,672.599976,658.640015,661.109985,661.109985,699800
9/25/2017,649.109985,653.049988,638.919983,642.039978,642.039978,900600
9/26/2017,638.580017,645.72998,637.359985,642.400024,642.400024,820400
9/27/2017,645.02002,650.710022,644.559998,649.23999,649.23999,646000
9/28/2017,651.919983,653.380005,648.090027,648.090027,648.090027,583400
9/29/2017,650.320007,653.580017,648.679993,652.820007,652.820007,692300
10/10/2017,658.76001,659.51001,653.909973,654.590027,654.590027,554200
10/11/2017,656.849976,662.309998,656.76001,662.309998,662.309998,558400
10/12/2017,665.119995,666.73999,663.369995,666.539978,666.539978,561100
10/13/2017,669,672.780029,659.099976,663.080017,663.080017,616600
10/16/2017,667.26001,668.5,652.169983,659.409973,659.409973,554300
10/17/2017,660.609985,671.950012,660.330017,670.51001,670.51001,700000
10/18/2017,677.419983,679.5,667.309998,668.419983,668.419983,713700
10/19/2017,671.219971,671.390015,664.190002,667.099976,667.099976,710600
10/20/2017,669.059998,672.950012,667.169983,672.950012,672.950012,659100
10/23/2017,674.97998,677.690002,674.640015,675.859985,675.859985,500000
10/24/2017,678.549988,687.450012,678.340027,687.210022,687.210022,583200
10/25/2017,688.830017,690.299988,684.840027,689.140015,689.140015,622300
10/26/2017,689.940002,690.530029,680.609985,680.609985,680.609985,600300
10/27/2017,685.200012,689.969971,682.900024,689.969971,689.969971,537100
10/30/2017,692.76001,693.119995,688.409973,689.679993,689.679993,470700
10/31/2017,691.070007,694.22998,689.289978,694.200012,694.200012,627100
11/1/2017,696.650024,696.929993,694.27002,695.77002,695.77002,630600
11/2/2017,698.140015,698.909973,691.52002,694.960022,694.960022,608900
11/3/2017,697.429993,701.130005,695.880005,701.130005,701.130005,661000
11/6/2017,703.200012,704.159973,699.75,703.789978,703.789978,595300
11/7/2017,704.830017,704.830017,697.440002,701.140015,701.140015,649900
11/8/2017,702.690002,709.109985,701.52002,709.109985,709.109985,812400
11/9/2017,710.710022,711.780029,705.280029,709.940002,709.940002,614800
11/10/2017,709.849976,720.789978,709.549988,720.789978,720.789978,599900
11/13/2017,724.76001,741.380005,724.76001,741.380005,741.380005,687100
11/14/2017,746.880005,756.460022,742.789978,756.460022,756.460022,837100
11/15/2017,759.549988,773.049988,755.059998,768.030029,768.030029,944900
11/16/2017,775.460022,780.219971,759.700012,780.219971,780.219971,897400
11/17/2017,776.320007,779.570007,770.549988,775.849976,775.849976,767800
11/20/2017,776.73999,785.320007,776.309998,785.320007,785.320007,834800
11/21/2017,790.349976,793.599976,782.950012,789.380005,789.380005,809300
11/22/2017,793.789978,796.280029,779.200012,780.900024,780.900024,894400
11/23/2017,796.799988,796.799988,796.799988,796.799988,796.799988,0
11/24/2017,797.969971,803.73999,792.73999,792.73999,792.73999,751800
11/27/2017,793.809998,800.039978,783.849976,792.799988,792.799988,735800
11/28/2017,797.289978,797.530029,773.099976,773.119995,773.119995,891400
11/29/2017,776.75,783.190002,770.969971,781.719971,781.719971,754800
11/30/2017,779.840027,782.419983,769.789978,771.419983,771.419983,1053600
12/1/2017,779.539978,788.150024,776.710022,787.700012,787.700012,883800
12/4/2017,788.02002,788.460022,778.200012,782.450012,782.450012,821400
12/5/2017,782.140015,783.609985,773.799988,774.119995,774.119995,860300
12/6/2017,778.280029,783.539978,765.25,768.390015,768.390015,970300
12/7/2017,771.469971,773.280029,744.340027,753.460022,753.460022,1470900
12/8/2017,757.210022,760.72998,743.900024,744.059998,744.059998,1159200
12/11/2017,747.98999,764.090027,745.880005,764.090027,764.090027,790700
12/12/2017,768.299988,769.140015,755.030029,760.400024,760.400024,1018800
12/13/2017,764.330017,773.02002,763.169983,772.219971,772.219971,1143800
12/14/2017,777.25,777.440002,764.73999,770.349976,770.349976,985000
12/15/2017,770.27002,775.039978,766.450012,771.820007,771.820007,1047400
12/18/2017,776.090027,777.400024,770.5,770.5,770.5,1131000
12/19/2017,769.869995,771.01001,754.27002,766.179993,766.179993,1692200
12/21/2017,754.539978,759.130005,740.309998,740.320007,740.320007,1208900
12/22/2017,742.150024,761.200012,740.049988,761.200012,761.200012,1083300
12/26/2017,763.960022,775.539978,762.210022,762.210022,762.210022,808300
12/27/2017,771.330017,791.950012,770.950012,791.950012,791.950012,829600
12/28/2017,791.76001,798.679993,790.340027,798.419983,798.419983,1066200
1/2/2018,803.630005,813.400024,800.539978,812.450012,812.450012,989200
1/3/2018,816.299988,824.179993,812.219971,822.309998,822.309998,1203100
1/4/2018,825.109985,825.570007,802.830017,808.01001,808.01001,1346500
1/5/2018,812.049988,828.039978,812.049988,828.030029,828.030029,1229200
1/8/2018,836.070007,840.059998,829.280029,839.51001,839.51001,1229000
1/9/2018,841.390015,843.559998,827.289978,829.98999,829.98999,1196000
1/10/2018,837.630005,841.25,820.890015,834.909973,834.909973,1104100
1/11/2018,835.22998,852.51001,830.369995,852.51001,852.51001,1288800
1/12/2018,863.070007,886.650024,857.330017,873.049988,873.049988,1180700
1/15/2018,879.559998,892.289978,865.679993,891.609985,891.609985,1025700
1/16/2018,889.22998,901.22998,884.76001,901.22998,901.22998,1009400
1/17/2018,902.369995,905.950012,884.909973,886.580017,886.580017,1212000
1/18/2018,892.5,899.849976,887.669983,898.190002,898.190002,1260200
1/19/2018,902.849976,902.969971,875.429993,879.98999,879.98999,1164700
1/22/2018,875.950012,880.849976,864.380005,873.090027,873.090027,1126600
1/23/2018,881.679993,894.429993,877.679993,894.429993,894.429993,1047300
1/24/2018,901.619995,903.169983,891.030029,894.77002,894.77002,1011700
1/25/2018,894.210022,898.599976,887.969971,898.599976,898.599976,1025000
1/26/2018,898.530029,913.119995,895.320007,913.119995,913.119995,1080200
1/29/2018,914.26001,929.349976,914.219971,927.049988,927.049988,1279600
1/30/2018,928.719971,932.01001,918.789978,920.960022,920.960022,1243800
1/31/2018,910.890015,917.780029,903.52002,913.570007,913.570007,1195300
2/1/2018,916.780029,919.900024,901.349976,908.200012,908.200012,1407700
2/2/2018,911.460022,911.77002,887.969971,899.469971,899.469971,1373000
2/5/2018,876.630005,883.299988,858.219971,858.219971,858.219971,1043100
2/6/2018,821.23999,858.73999,814.460022,858.169983,858.169983,1062700
2/7/2018,874.75,875.030029,829.960022,829.960022,829.960022,1033300
2/8/2018,834.890015,867.039978,824.640015,861.940002,861.940002,796300
2/9/2018,832.130005,850.700012,832.130005,842.599976,842.599976,764400
2/12/2018,854.090027,854.940002,843.23999,843.23999,843.23999,692300
2/13/2018,852.940002,854.080017,829.390015,829.390015,829.390015,832900
2/14/2018,835.599976,848.030029,830.780029,848.030029,848.030029,722700
2/19/2018,855.780029,875.809998,855.580017,875.809998,875.809998,684400
2/20/2018,873.98999,877.900024,861.5,864.409973,864.409973,797200
2/21/2018,867.919983,877.690002,864.210022,875.580017,875.580017,814600
2/22/2018,871.719971,873.47998,863.890015,870.219971,870.219971,857900
2/23/2018,873.52002,875.72998,871.409973,874.780029,874.780029,770200
2/26/2018,881.359985,884.26001,869.659973,874.429993,874.429993,802100
2/27/2018,880.880005,882.039978,874,874.01001,874.01001,794500
2/28/2018,866.5,868.530029,853.900024,857.059998,857.059998,820900
3/2/2018,846.400024,861.080017,845.719971,860.22998,860.22998,768900
3/5/2018,862.409973,863.01001,845,845,845,747500
3/6/2018,854.909973,859.210022,850.419983,859.210022,859.210022,828900
3/7/2018,856.429993,861.409973,841.030029,841.030029,841.030029,947300
3/8/2018,847.309998,855.799988,846.340027,853.940002,853.940002,891000
3/9/2018,857.799988,868.51001,857.469971,865.799988,865.799988,884800
3/12/2018,874.150024,884.27002,873.26001,884.27002,884.27002,802300
3/13/2018,884.539978,886.25,879.849976,886.25,886.25,1086500
3/14/2018,882.390015,887.039978,880.919983,886.919983,886.919983,954400
3/15/2018,886.97998,893.559998,883.700012,890.429993,890.429993,951000
3/16/2018,893.23999,894.450012,889.400024,894.429993,894.429993,808500
3/19/2018,894.400024,894.400024,880.969971,880.969971,880.969971,759600
3/20/2018,876.609985,890.400024,875.390015,890.400024,890.400024,752100
3/21/2018,892.02002,895.719971,885.530029,885.549988,885.549988,865100
3/22/2018,889.210022,891.299988,869,871.619995,871.619995,1011500
3/23/2018,851.700012,859.929993,829.669983,829.679993,829.679993,898200
3/26/2018,833.109985,853.690002,822.960022,853.690002,853.690002,740200
3/27/2018,862.400024,863.049988,856.559998,858.840027,858.840027,732200
3/28/2018,850.049988,856.359985,843.599976,850.969971,850.969971,889800
3/29/2018,855.820007,865.98999,854.609985,865.98999,865.98999,813000
3/30/2018,869.859985,873.039978,867.109985,871.090027,871.090027,764000
4/2/2018,876.849976,876.849976,865.830017,867.799988,867.799988,844100
4/3/2018,857.830017,872.320007,857.400024,872.320007,872.320007,722800
4/4/2018,877.150024,877.150024,858.289978,862.51001,862.51001,821300
4/5/2018,871.090027,873.640015,865.919983,868.929993,868.929993,846400
4/6/2018,867.429993,869.809998,863.919983,867.960022,867.960022,861800
4/9/2018,866.75,874.440002,865.5,874.440002,874.440002,857700
4/10/2018,876.219971,877.299988,866.73999,877.299988,877.299988,1012200
4/11/2018,882.580017,886.140015,880.869995,885.380005,885.380005,886300
4/12/2018,888.200012,889.02002,879.169983,881.450012,881.450012,998000
4/13/2018,884.119995,892.75,877.73999,891.869995,891.869995,1011500
4/16/2018,895.320007,899.200012,894.090027,896.890015,896.890015,1017000
4/17/2018,900.5,901.219971,896.830017,901.219971,901.219971,1309000
4/18/2018,905.619995,906.059998,890.72998,893.320007,893.320007,1538000
4/19/2018,892.200012,892.200012,878.190002,882.72998,882.72998,1681300
4/20/2018,885.590027,892.01001,880.679993,889.169983,889.169983,1406700
4/23/2018,888.390015,890.320007,877.359985,879.02002,879.02002,1408100
4/24/2018,881.580017,883.780029,873.219971,873.609985,873.609985,1201400
4/25/2018,869.309998,879,862.049988,869.929993,869.929993,1177700
4/26/2018,876.27002,879.869995,874.210022,879.390015,879.390015,957400
4/27/2018,886.369995,886.619995,880.030029,886.48999,886.48999,1114100
4/30/2018,886.289978,886.599976,870.539978,875.950012,875.950012,1351100
5/2/2018,869.52002,877.539978,863.590027,871.030029,871.030029,1357600
5/3/2018,873.340027,876.080017,866.049988,866.070007,866.070007,1354500
5/4/2018,868.349976,870.099976,856.340027,856.340027,856.340027,1098000
